飚	4321
瞭	4320
Ⅰ	4318
憎	4316
罍	4315
柒	4313
罂	4977
骰	4312
鹑	4310
蛤	4308
榷	4307
陨	4306
丕	4305
皴	5510
眈	4304
Ｈ	4301
瞌	4300
唉	4298
轱	4293
翡	4292
邛	4291
劾	4290
孀	4289
荃	4287
淅	4283
蒺	5590
缤	4280
蹒	4276
倭	4274
锹	4271
啰	4268
惰	4265
苋	4690
Ｇ	4261
囱	4259
腼	4258
懦	4257
怵	5175
尕	4255
擂	4253
兒	5680
帛	4246
瑙	4245
衮	4244
侏	4242
汐	4241
腱	4237
腆	4236
戌	4234
枞	4233
贰	4232
鸵	4231
闰	4230
靳	4224
赝	4223
莘	4249
喽	4222
臆	4220
恙	4219
爨	5551
濑	4218
斓	4217
羲	4215
嗑	4214
咻	4213
砻	5610
煦	4763
肮	4209
鄙	4207
潸	4519
涎	4199
舔	4197
疟	4802
濮	4196
捶	4194
镂	4193
夙	4192
吶	4957
锭	4411
炯	4191
殆	4190
跄	4189
踉	4188
柘	4186
巿	4832
圄	4286
撂	4184
惭	4183
殒	4182
鄱	4177
皿	4275
呻	4176
惺	4174
堃	4173
阪	4172
锴	4171
驮	4170
佚	4167
灸	4165
醣	5241
蘸	4164
Ⅱ	4163
喃	4161
坯	4159
瘀	4157
挝	4155
缰	4154
鹊	4153
茱	4152
稞	4150
苷	4149
塚	4456
钗	4148
泱	4146
邃	4143
鹃	4142
倔	4141
燎	4140
酰	4138
箩	4137
霈	4135
懋	5329
篆	4132
茧	4130
茁	4128
汞	4126
鸯	4123
啬	4119
蝗	4118
蟑	4116
斡	4115
斟	4114
潢	4112
嘶	4111
纂	4108
盹	4107
筝	4106
棣	4105
②	4103
阙	4102
淞	4101
坨	4328
铤	4099
苕	4098
砥	4097
匈	4096
叁	4095
呱	4093
纶	4092
椭	4089
禥	4088
苻	5565
韋	5543
荞	4087
菀	4611
廿	4085
钛	4084
谚	4081
樟	4079
旻	4078
镍	4077
挹	4876
鳅	4075
Ｓ	4072
匣	4071
嗒	4675
幔	4247
埂	4070
唬	4069
毂	4066
哉	4065
俶	4063
矗	4062
偕	4059
搐	4058
叱	4056
仟	4053
翌	4052
寐	4050
玺	4047
掖	4046
扽	5640
昇	5230
垕	4497
旌	4045
罔	4039
憩	4034
冢	4033
馥	4031
峪	4030
伶	4029
隍	4571
焯	4027
沌	4168
馋	4023
們	5499
铆	4424
溧	4020
伢	4019
潺	4212
熹	4017
蔻	4016
帏	5390
岖	4014
炊	4011
胫	4010
眸	4210
稣	4007
祎	4005
樵	4003
忡	4000
抉	3998
槎	5011
敖	3997
μ	4856
摞	3996
奄	3994
炕	3993
痫	3992
虏	3990
凋	3987
①	3986
迢	3984
吱	3982
袴	5542
褛	5036
朦	3976
狩	3975
醚	4401
菏	3973
沱	3969
桨	3966
晗	3965
俸	3964
濉	3963
妩	3961
惮	3960
β	3957
褚	3956
娣	4037
暄	4008
簧	3955
鳍	3952
膺	3949
嵎	5481
瞅	3948
掂	3945
瘟	3943
簸	3942
鳗	3939
袒	3937
涿	4664
轼	3936
愫	3935
涣	3933
耄	4569
拣	3932
钵	3930
蛰	4269
筠	3929
唔	5184
婊	3928
蜷	3925
舵	3923
淌	3922
纭	3921
嘿	3920
饽	3919
螨	3950
腋	3918
當	5181
岱	3917
憔	3916
Ⅳ	3915
濡	3914
＂	3905
龈	3904
蔼	3903
嬷	3900
殃	3899
榻	3897
蛳	5519
弩	3895
埕	4947
珞	3894
悴	3892
篓	3891
⑥	5088
蔺	3889
沂	3888
骅	3886
眭	5656
蕊	3885
潞	3884
Ｃ	3881
眺	3880
饵	3878
滇	3877
姮	5442
眩	3875
秤	3874
祟	3873
庵	3872
裘	3870
疱	3869
殁	3868
粳	3867
惦	3866
蔑	3865
遑	4995
绅	3864
幌	3863
遐	3862
冗	3859
簇	3857
祷	3855
祯	3854
氟	3852
惚	3850
姊	3848
柩	3847
骋	3846
谑	3845
菩	3842
渲	3841
诣	3840
涕	3839
皑	3836
涟	3835
磺	3833
|	3832
谏	3831
菖	5410
皙	3830
岔	3829
羌	3825
峨	3824
痉	3823
袄	3822
迦	3819
掸	3816
迂	4534
苇	3812
迸	3810
楞	3809
腑	3806
诧	3805
诛	3804
憬	3803
憧	3802
拗	4169
衢	3801
厥	3798
啼	3797
浉	5376
烽	3796
峦	3795
媲	3794
籁	3791
稔	5016
矜	3790
ω	3789
咯	3786
汾	3785
裨	3784
忑	3782
恪	3780
抠	3778
剁	3981
锵	3777
傀	4743
摹	3775
诿	3773
電	5626
骥	3772
褶	3769
跤	3766
裱	4382
霁	3765
璋	3764
赘	3762
荼	3761
苔	3760
釉	4228
疴	3759
粑	4104
桔	3758
莺	3756
羚	3755
诅	3753
釜	3749
颌	3748
邂	3746
瘩	3745
徇	3743
痹	3742
筵	5017
粽	3741
殉	3740
『	3739
钏	4717
窿	3738
钧	2756
宴	1731
痰	2486
憋	3306
敌	1729
尸	1727
地	40
Ｔ	4240
旨	2170
岭	1725
郡	2673
烦	1721
静	1201
穷	2055
闷	2446
酆	4296
溅	3428
彭	1719
裂	1715
肾	1714
踏	1902
碰	1700
账	1137
桂	1697
灭	1728
谭	2271
谨	2158
姜	1684
嫖	2810
抿	5070
甜	1679
统	343
赠	1677
裴	2765
攘	3700
译	1676
挺	1673
肝	1763
辅	1668
鳝	5223
奓	4873
魏	1667
跃	1706
亩	1666
岸	1245
巧	1660
篮	1774
饯	4642
尝	1654
柑	3887
壮	1648
昊	3147
忍	1644
晔	3800
外	145
界	546
猎	2127
灰	1713
匀	3024
扫	1643
腹	1641
炙	3442
数	271
禾	2904
镶	3378
千	816
U	1629
;	1626
委	178
活	229
k	1624
觅	3090
礤	5177
v	1836
俪	3154
镯	4021
萃	3498
發	5305
餮	4567
蜜	1621
漱	3081
妃	2100
赌	1617
秒	1716
辑	1826
废	1605
同	111
仁	1604
鸠	4200
蹊	3529
\	5121
睐	2732
寓	1601
屏	1597
拖	1594
棚	1941
契	1592
w	1585
匝	2848
寅	3677
邳	5038
兼	1571
圾	1568
墒	4636
淼	3813
疲	2152
哄	2320
忿	4663
恒	1563
侦	1561
慢	1211
拼	1558
氤	5479
贿	1557
镰	5151
锏	4317
绢	4073
舍	1556
娃	1586
摊	1757
酩	5408
卷	1549
轩	2334
珏	4439
佛	1546
饼	2233
狐	2824
氰	3686
漫	1545
鳕	5130
谕	4541
甘	1544
税	948
尊	1541
字	724
泛	1537
烁	2829
燕	1536
y	1275
帅	1534
贯	1142
秋	1531
蘑	3133
槌	4402
坡	1529
超	443
谌	3771
堵	1527
跚	4277
垒	2859
畅	1525
俗	1520
漷	4256
混	1555
鲍	2349
缭	3706
溴	5430
狂	1511
戛	4080
砖	2282
楔	4501
刷	1510
呈	1508
吐	1504
祠	3364
跌	1503
驾	994
沉	1502
乳	1500
跸	5599
傅	1564
茂	2442
偶	1495
瓮	4539
誉	1485
熊	1478
侍	2992
扣	1477
帐	2916
详	1476
剑	1734
杜	1474
拮	3879
慰	1471
拔	1470
滨	1490
盟	1374
丙	2987
莫	1469
岩	1468
怜	2811
暗	1464
纫	4746
骁	3404
欠	1462
梯	1459
洑	5227
甙	4057
绮	3026
R	1457
锁	1455
繁	1454
洛	1452
持	265
扰	1634
弱	1447
热	472
猪	1435
纽	1434
辛	1570
萨	1433
颖	1432
逯	4533
W	1718
钩	2481
瞪	3475
氏	1429
哪	889
蒙	1428
浓	1426
船	1012
鞑	5244
俩	1754
仝	3576
您	1424
靼	5433
疏	1829
脂	1422
奚	3562
泉	1460
钢	1414
常	230
砟	5529
榈	4482
乔	1737
凝	1867
胃	1409
劇	4931
讷	4322
欲	1408
奋	1406
役	1688
ｅ	4751
讽	2870
儿	302
谅	2683
圩	3451
格	338
诞	2013
啊	1400
滢	4688
蛙	3326
忆	1397
雳	4100
萌	1547
蛟	3628
昭	2224
宽	1388
氯	3329
洼	3341
箱	1386
泊	2405
捐	1385
哀	2475
驱	1694
涞	4786
圣	1724
队	350
瓢	3907
哲	2164
慜	5681
曼	1382
岳	1819
蔡	1379
２	1492
意	195
摩	1375
跆	5039
N	1074
糖	1371
衍	2713
℃	1591
递	1370
篇	1566
蓝	1368
飒	4716
栾	4018
私	934
佯	4453
妨	2260
佬	3309
灵	1366
愕	3544
犊	4626
赫	1515
胜	1072
煤	1365
易	574
經	5500
偿	1173
搞	1355
祥	1483
拆	1302
雅	1354
豫	2521
趣	1491
蛎	3978
蹭	3166
锋	1674
叉	2286
苗	1580
县	357
涨	903
肱	4914
!	1560
扇	2461
撼	2633
扎	1346
逄	4125
隅	3270
谟	4250
稿	1553
掠	3181
煮	2058
刺	1341
膛	3818
谓	1340
赴	1523
褓	4989
跳	1332
胆	1699
雪	782
残	1329
矾	4884
亮	771
亲	473
嫔	3494
润	1322
龛	3890
兵	858
跨	1318
杯	1554
月	55
暂	1315
挞	4645
凌	1311
啖	5060
卯	4543
迪	1309
诗	1308
踹	3469
饰	1301
宿	1430
矛	1680
丹	1291
庭	735
垚	4342
震	1294
翱	4535
誓	2435
婆	1290
-	601
张	212
呛	3515
赖	1877
虱	4617
甲	1286
刀	1280
堑	4922
铮	3033
菁	3543
萼	4568
履	1481
宇	1279
鲁	1278
噩	2851
茼	5613
撞	1277
闾	5098
撤	1746
霾	1480
敢	1274
塔	1298
诚	1273
河	617
瓶	1576
籍	1268
圆	1265
劵	5349
句	1264
捎	4055
冯	1263
懈	2597
梅	1262
豆	1257
嗝	3732
淏	5648
薏	4273
累	1256
苏	829
宅	1255
乌	1254
群	418
池	1530
禀	3675
贷	1252
杭	1635
亢	3413
虎	1240
阴	1542
咦	5093
蜇	4597
巾	2367
涧	3453
蚕	3808
诺	1239
冠	1378
址	1615
窸	5027
英	576
翻	1237
娱	1236
忐	3781
念	874
屎	3556
婵	4459
X	1723
芝	1920
欧	1234
铿	3947
恶	1230
４	2136
诊	1228
符	1227
子	64
锲	4278
癌	1226
蔽	2537
唱	988
藉	3098
散	1207
囡	5340
肺	1868
聘	1611
捞	2263
著	1200
娳	4826
脯	3951
险	624
题	190
鲑	4532
粮	1196
京	267
喉	2631
迷	1195
暨	2387
邓	1248
V	1185
辱	2323
茴	4425
矿	1407
刻	991
才	452
俅	5266
郪	4911
泔	4669
援	1177
羹	3228
唯	1176
盗	1380
忙	1172
鸩	4959
既	1171
怕	1170
洗	1167
谁	1166
竞	1165
雨	1161
b	1607
庄	1157
贸	1155
伊	1154
野	1152
玛	1738
脚	1150
妤	3734
咎	3303
c	1148
盛	1187
宋	1140
篡	3501
恩	1158
溪	1705
歧	2332
直	336
封	1134
灾	1133
宜	1131
浆	2499
睡	1129
偷	1288
践	1219
冥	3573
责	372
炸	1122
朵	2378
漪	3726
十	287
状	773
尤	1217
奥	906
迟	1693
结	293
扮	1663
从	159
释	1117
阶	1114
彻	1113
朱	1110
碍	1775
郑	1104
功	589
谛	4728
云	849
始	465
涓	4840
什	623
郓	5629
幡	4380
沁	3118
淹	3144
毽	4493
鲨	2766
缴	1442
档	1098
科	326
服	308
鉴	1420
敏	1095
颍	3042
锜	5191
零	1094
可	88
m	1093
痈	4585
辉	1438
哥	1092
h	1091
其	114
娜	1287
龄	1087
栢	5330
菰	5129
琳	1907
邵	1086
瘙	4185
喻	2369
袤	4349
告	305
戾	5148
眉	2306
尚	1080
耗	1710
驻	989
糌	5630
Ｄ	3827
沟	1358
筹	1314
粹	2701
郭	1078
跑	1018
彩	1076
槿	3076
溟	4782
榜	1437
査	5409
冼	4613
敛	2626
曜	5144
屋	1071
幄	4750
阅	1646
慨	2290
盅	4327
狙	3405
爷	1359
设	182
吗	1070
最	122
尴	2342
丝	1069
钟	796
”	12
郅	2454
舰	1068
围	644
菠	2892
痞	4235
映	1067
唏	3534
此	157
却	610
灯	1328
坊	1977
献	1063
厂	1062
币	916
被	117
曦	3136
嗮	3817
佳	1060
赔	1276
:	1056
咚	3934
疫	1412
辰	2553
薰	3980
Q	1512
虑	1125
﹑	5002
冷	1052
嗅	3828
具	526
未	412
枪	1324
恸	4790
靠	1051
舛	4591
咒	3039
享	1050
莱	1518
汕	3337
戴	1320
症	1124
兢	3687
洋	1049
岺	5154
硬	1225
梦	1043
惋	3674
纠	1445
面	107
鹍	5491
秧	3754
橄	2430
莞	2488
词	1138
數	5380
遁	4279
牛	1033
化	134
肤	1416
竟	1029
I	1027
糍	4752
守	1025
亓	4563
胡	1024
田	1021
码	1020
射	1090
洪	1383
昏	2032
竹	1494
廷	2010
鸾	4407
练	1015
朽	3597
聚	1014
勇	1266
夫	532
鹌	4309
谙	4129
剧	583
缢	3861
制	144
借	1010
肪	1781
绿	1019
珅	3882
怪	1501
甭	4444
彼	2172
龟	2996
刊	1488
逋	5316
了	13
攻	1181
试	506
贵	1039
桓	3382
迅	1307
茕	5536
崽	3843
矩	2739
异	986
疗	768
彗	3940
撒	2042
继	714
玉	984
史	681
尼	983
竣	2582
揖	4830
腻	2543
探	981
喔	3834
旧	1032
轮	980
末	1247
签	1008
紫	1616
脊	2847
卞	3723
膨	3009
努	1089
培	973
介	549
谆	4818
仰	2368
衣	970
鱼	969
太	507
截	1004
久	982
倒	965
桃	1650
乎	962
翊	3671
惯	1362
自	74
邨	4216
炀	4145
s	961
拓	1712
牒	4348
赂	2526
鲤	3545
画	956
匍	4784
勉	2659
印	847
谄	4967
革	501
厩	5548
盏	3838
逆	1921
惩	1653
夏	1269
钮	2907
换	954
臻	3422
糯	3698
怀	947
娓	3912
召	990
涂	2112
孙	941
杀	935
穿	933
阡	5466
乱	1189
础	959
虽	778
仗	2288
祉	3139
晾	3410
妹	1351
暌	5205
Ｍ	4015
凉	1853
于	70
喂	2564
琶	4288
硕	1910
藏	926
床	1145
间	151
★	2717
敬	1475
巡	1151
萤	4272
须	924
库	1186
予	923
冬	922
癫	3617
返	1183
幅	921
尾	1404
碇	5457
丰	919
订	914
珐	4462
削	2449
楼	612
纷	912
训	907
时	26
奸	1739
曝	904
编	899
挖	1669
兰	898
饭	897
叩	4243
倍	893
恐	1343
坍	3703
夜	890
赶	888
朋	887
请	663
麼	5422
佟	2262
芮	4113
匠	3369
倘	3640
汇	1159
赵	886
瞑	5072
谯	4120
皂	2862
炘	4773
固	1191
肥	885
嘱	2422
抱	1335
拙	3815
婉	1955
铝	2910
焱	4226
蚀	2919
錾	5187
弹	884
萁	5668
鹜	4442
浩	1620
徊	3280
/	883
０	1345
南	219
叽	4384
峰	880
颦	4983
茹	3149
坷	3546
鲶	3953
激	878
贬	2929
漳	1730
婺	5021
抗	1048
奇	876
讼	1951
痿	4248
濛	2920
挂	1205
师	457
恺	1683
一	4
徒	1448
频	872
旁	1369
鲜	870
叫	998
‰	3968
味	866
冴	5428
蹂	3063
蕲	4303
庆	879
齐	1081
差	856
翟	3000
弋	3151
刑	853
酋	3713
威	852
索	845
咔	4888
六	842
聂	2806
陆	839
舸	4946
戊	4527
昱	3837
够	838
谦	2404
沿	1357
唁	3420
古	711
為	4523
货	837
珠	1681
思	662
扼	3707
乘	836
姻	1858
版	835
忘	1599
镜	1325
强	216
锑	5190
操	1235
驶	1037
潘	1575
拜	1270
载	972
飞	715
湮	5003
昂	2330
埇	3709
麻	1303
良	831
束	1153
菅	3779
租	830
姬	3312
萩	5132
悻	4414
含	828
溏	5161
黯	3540
每	334
毫	1363
嗯	3595
O	1216
毡	4299
卉	2767
岛	841
储	1543
冻	1788
困	825
移	867
陪	1413
透	823
座	822
玟	3883
那	404
勿	2652
樨	5170
徽	1088
瀛	3705
庑	5526
或	395
翰	2494
团	463
鸿	2070
几	407
墁	5351
整	393
蛏	5400
患	854
溢	2397
振	1600
捂	3124
条	384
步	381
物	220
木	960
村	339
游	389
确	376
篦	5202
认	281
绯	2614
凰	2711
华	358
逝	2337
端	1046
哭	1655
州	362
痪	2709
障	739
投	449
奢	1923
半	690
运	298
话	349
随	470
携	1538
知	347
Ⅲ	4178
胞	1658
箔	5158
骨	1188
决	369
哟	3853
保	146
宠	2081
败	1007
徘	3279
离	558
扩	1127
伟	1040
你	335
蜓	5318
帖	1614
﹗	4974
感	331
还	99
火	391
垭	4674
众	315
舢	5450
偏	1410
俄	1066
黢	4825
店	588
扔	2360
闻	618
本	127
(	324
下	73
路	167
牦	4649
俯	2764
葬	1823
~	2162
系	248
惹	2376
霭	4908
硫	2574
态	551
缘	1631
曹	1587
和	23
厦	1041
导	225
疾	1198
逐	993
？	318
虔	4260
湾	857
选	406
案	237
好	130
传	365
孱	5326
诸	1670
搭	1202
场	119
潲	5312
猾	4238
漯	3898
辆	666
违	669
烂	2066
领	314
伪	1814
绩	1099
眙	5044
房	253
己	290
臼	4934
樊	2854
圻	5532
猁	5468
挛	3814
王	311
窦	2508
党	333
忪	5256
珂	3851
栖	2769
上	21
糠	4795
替	1652
菲	1251
做	304
率	642
e	594
柯	2151
据	150
井	1535
谱	1995
给	301
便	538
家	37
草	1065
树	1194
件	251
任	208
涩	2887
跋	3553
崔	1657
熟	1180
办	245
友	292
煜	3397
反	392
世	476
阁	2212
在	8
汰	2047
鸽	3043
擞	4742
醛	3281
谢	915
虬	4900
批	547
丧	2083
少	286
菡	4682
沈	1283
殴	2304
拥	999
夕	1361
畠	5363
疆	1073
絮	3300
研	409
族	900
美	166
融	807
链	1692
咀	3272
苹	1574
新	49
诱	1893
购	486
际	520
基	276
桥	968
丽	813
都	106
芜	2253
趋	1598
况	427
扦	5375
胀	2315
龋	5053
羽	1969
阑	4160
（	231
茶	1260
癣	4526
拢	2981
二	272
璜	4552
乡	668
橹	5317
耦	5277
g	1284
惧	2588
棵	2841
铂	4201
协	417
迥	3695
钤	5515
暮	3612
横	1703
晚	348
楷	3240
教	329
让	279
喳	4557
倾	1678
℉	4574
密	769
硌	4837
肋	3400
标	269
打	266
崧	5667
珍	1418
握	1364
明	173
浜	4646
伴	1169
瑛	3025
觉	634
湎	5645
贝	1551
贱	3131
见	396
积	571
隐	1139
入	164
荣	1096
B	896
現	4964
计	260
琦	2157
收	259
染	787
验	605
枝	2452
蹲	2590
该	264
手	193
笛	3510
质	398
旗	1403
求	310
李	332
绒	2401
垃	1567
连	565
布	351
称	254
媞	4584
片	446
蟊	5057
偃	4853
遭	865
他	46
顾	930
接	242
严	435
.	176
司	239
搂	3521
忽	1844
惶	3908
旭	2204
瘢	4559
妒	3236
骗	974
病	461
貌	1630
